,activity,grade,merit,message,time,user
8,196       ,Member Offline,10        DATABLOCKCHAIN.IO SALE IS LIVE | MVP @ DBC.IO,"['\xa0We are often predicted by other traders to make changes to our portfolio. That proves you have no confidence in your portfolio and you are on the way to failure.', '<br/>', 'I advise investors now, believe in your voice and put your faith in it. you will succeed.']","August 06, 2018, 03:51:08 AM",armarsterling7
9,50       ,Newbie Offline,0,"[""This is advertise is theoretical and that is the reason many are trusting these forecasts particularly on the off chance that it originated from a well known individual who made wealth through contributing. There's not all that much in the event that you'll get yourself begin trusting these expectations, what you have to do is have your forecast on where the market is going. Since they are digging in for the long haul, you should begin breaking down so you'll begin contingent upon your own particular market examination in the wake of perusing outlines and thinking about the news too.""]","August 06, 2018, 04:40:27 AM",Sonamziv_99
10,123       ,Jr. Member Offline,2,"['if I never stay away bro. instead, I will continue to invest in the world of cryiptocurrency. because since investing in the world of cryiptocurrency my economic life has become better than before. therefore I made cryiptocurrency my main business and work']","August 05, 2018, 05:57:35 PM",Gabah56
11,211       ,Member Offline,10,"[""To my mind, the predictions should be made but they don't give the 100% guarantee that in the future the situation will change. To my mind, you should stay away from the prediction now""]","August 05, 2018, 06:50:53 PM",BitGunner
12,126       ,Newbie Offline,0,"[""Because it's all nonsense. To predict the situation on the market, crypto currency is almost impossible. Yes, you can try to guess, but no forecaster will give an accurate result, so it is useless to rely on their opinion. "", '<img alt=""Smiley"" border=""0"" src=""https://bitcointalk.org/Smileys/default/smiley.gif""/>']","August 05, 2018, 09:40:15 PM",mojo2208
13,91       ,Newbie Offline,0,"[""I seldom depend on other individuals' forecasts, yet I in some cases consider it and watch the outlines endeavoring to comprehend what's happening. You need to understand that cost is a marker of potential issues. I don't trust that there are individuals holding coins worth many thousands USD and not perusing a solitary expectation. It resembles with any diversion that you may have. An auto needs upkeep, a pet needs mind, your speculations isn't an exemption.""]","August 05, 2018, 10:13:30 PM",Zebulun18
14,84       ,Newbie Offline,0,"['Hello!!!', '<br/>', 'For me the project is the core to me developing my Bitcoin!', '<br/>', 'Listening is for more experience !!!', '<br/>', 'Predictions may be wrong, but wrong or true, it is a decision of yourself and should respect it !!!', '<br/>', ""Because that's my guess !!!"", '<br/>', 'Be my!!!']","August 06, 2018, 03:06:26 AM",phanquan5111994
15,364       ,Full Member Offline,100        PlayGame.com,"[""be a traders is very hard for me, why? when i want to have some capital to buy some bitcoin or other coin for investment, i don't know when is the good time to buy it, so i makes some predictions about the price of that coin, and it is very hard because maybe our predictions is not accurate and we can wrong because our predictions is not accurate""]","August 06, 2018, 03:32:32 AM",poletando
16,321       ,Full Member Offline,100        Solusi Transportasi Terdesentralisasi,"['<div class=""quoteheader""><a href=""https://bitcointalk.org/index.php?topic=4631576.msg41862696#msg41862696"">Quote from: 9jaflick on July 09, 2018, 07:56:47 PM</a></div>', '<div class=""quote"">As an investor one thing you shouldn\'t engage yourself with is Predictions, if you want to be successfully in this Crypto ecosystem, you need to stay off any form of market prediction.<br/><br/>Here are few reasons why you shouldn\'t engaged with it (market/price prediction) <br/><br/>1. Predictions can be wrong<br/><br/>2. Listening to predictions makes you a speculator<br/><br/>3. Listening to predictions makes you an onlooker<br/><br/>4. Price prediction gives you nothing for today, only false hope<br/><br/>5. Listening to price prediction makes you think in one direction<br/><br/>Finally<br/><br/><b>Don\x92t let speculation and assumption make you decide what to do.</b><br/></div>', '<br/>', 'I believe that prediction is not something that we could trust to or we can rely to since it is just base on others opinion. Although it is a kind of true for some reason if and only if they manage to get a reliable source. But then, all alone, no one can do so and publicise those for it is also their own risk that will be accounted for.']","August 06, 2018, 03:38:31 AM",Thecryptocurrency09
17,294       ,Member Offline,"13        Improving Healthcare, Reducing Costs, Saving Lives","['Most predictions are just guesses especially the ones that come from newbies and common crypto users. To follow predictions, make sure it is coming from crypto experts who base their predictions on tangible analysis. Aside this, it is better you perform the study yourself and come out with your own predictions and follow.']","August 06, 2018, 03:44:16 AM",reality18
18,964       ,Legendary Offline,1000        Powered by Artificial Intelligence & Human Experts,"['<div class=""quoteheader""><a href=""https://bitcointalk.org/index.php?topic=4631576.msg43544678#msg43544678"">Quote from: Dread Pirate Roberts on August 05, 2018, 06:57:29 PM</a></div>', '<div class=""quote"">Quite agree . for long-term predictions similar to that it is not recommended to follow. because it\'s not necessarily valid. but for daily trading that is read through the analysis of the market chart is very well followed as a comparison with the analysis for short trading.<br/><br/></div>', ""what an investor needs are confidence and remain patient in dealing with problems, doing what you believe will provide benefits. don't just be quiet and look. the key must be with practice, examine in investing""]","August 06, 2018, 04:33:43 AM",BAGOBO
19,714       ,Hero Member Offline,"500        Borderless for People, Frictionless for Banks","['<div class=""quoteheader""><a href=""https://bitcointalk.org/index.php?topic=4631576.msg43563209#msg43563209"">Quote from: TheGodFather on August 06, 2018, 03:38:23 AM</a></div>', '<div class=""quote""><div class=""quoteheader""><a href=""https://bitcointalk.org/index.php?topic=4631576.msg43563039#msg43563039"">Quote from: poletando on August 06, 2018, 03:32:32 AM</a></div><div class=""quote"">be a traders is very hard for me, why? when i want to have some capital to buy some bitcoin or other coin for investment, i don\'t know when is the good time to buy it, so i makes some predictions about the price of that coin, and it is very hard because maybe our predictions is not accurate and we can wrong because our predictions is not accurate<br/></div>if you continue the predicting of the price of the cryptocurrency in the market you might turn into the regrets. why? we know how hurts if we think in one thing that it\'s happening but in the reality, the opposite happen. if you predict and gone wrong your predictiin it can be give you an stressed. we know how big money invest in here so if you gone wrong I am sure big money loss you.<br/></div>', 'i also think and believe for that if you are not go out of predicting price your expectation vs. the reality may ever have to sucks your for so better be as a person that have their own perspective in seeing the market by your own way of knowing this for.']","August 06, 2018, 05:41:31 AM",Hassan02
0,75       ,Newbie Offline,0,['I never stay off from prediction because in this crypto market we fully depend on prediction. But prediction and rumor are different we should predict and avoid rumors.'],"August 06, 2018, 06:23:26 AM",CharlesCorley
1,28       ,Newbie Offline,0,"[""the prediction cannot exceed the reality. Cuz it's just the result of the past. What we analyze and what we can tell is based on caoes theory""]","August 06, 2018, 06:28:01 AM",KithK
2,196       ,Newbie Offline,0,"[""Seriously market prediction finished my funds. I followed some predictions by so called professional traders and got burnt so badly\xa0 .\xa0 I have cone to realize that no one k of the market trends and I have learnt to watch the market by myself and enter when I feel it's okay for me\xa0 the get out when I feel it's okay. ""]","August 06, 2018, 07:36:57 AM",Nesbee2
3,294       ,Newbie Offline,0,"[""I think, we don't have to stay away from market predictions, because sometimes with market predictions we can know what the value or price is for each coin!""]","August 06, 2018, 07:56:07 AM",ntodntodan69
4,33       ,Newbie Offline,0,"['Although market prediction is not so reliable, it is an important part of this market. i think we just need to select right predict to believe.']","August 06, 2018, 08:09:22 AM",katarina007
5,26       ,Newbie Offline,0,"['<div class=""quoteheader""><a href=""https://bitcointalk.org/index.php?topic=4631576.msg43573203#msg43573203"">Quote from: katarina007 on August 06, 2018, 08:09:22 AM</a></div>', '<div class=""quote"">Although market prediction is not so reliable, it is an important part of this market. i think we just need to select right predict to believe.<br/></div>', 'please tell me how to determine whether each prediction is reliable or not ?\xa0 ', '<img alt=""Grin"" border=""0"" src=""https://bitcointalk.org/Smileys/default/grin.gif""/>', ' ', '<img alt=""Grin"" border=""0"" src=""https://bitcointalk.org/Smileys/default/grin.gif""/>']","August 06, 2018, 08:19:18 AM",tungnhapchanvui
6,108       ,Jr. Member Offline,1,"['Market prediction is just a guide, its up to us if we will follow it or will not, it is still the best option is to watch and analyze the market market and always up to date in the news.. this you can tell how the market or the project works.']","August 06, 2018, 08:35:45 AM",jon0008
7,81       ,Newbie Offline,0,"['Prediction is one of the trades in our own decisions. There is no definite thing in crypto trading and everything is based on speculation from traders and analysts. If there is no speculation there will be no trading going on. ', '<img alt=""Grin"" border=""0"" src=""https://bitcointalk.org/Smileys/default/grin.gif""/>', ' ', '<img alt=""Angry"" border=""0"" src=""https://bitcointalk.org/Smileys/default/angry.gif""/>', ' ', '<img alt=""Sad"" border=""0"" src=""https://bitcointalk.org/Smileys/default/sad.gif""/>']","August 06, 2018, 08:52:50 AM",Bitcoin demon
8,91       ,Jr. Member Offline,1,"[""Yes its good that you aware on what's happening on the market, prediction would be good for others to get some idea. But me i just focus first on joining bounty campaigns now, im not worried about the price. Its not an issue for me now, even its low or high I'll be okay, even its low it is \xa0better than nothing. As long as there's a price I'll go and continue involving here. There's a time for me to think about the market price maybe or hopefully soon.""]","August 06, 2018, 09:17:26 AM",LeavingEden
9,448       ,Full Member Offline,108        Decentralized Digital Billboards,"[""because i don't believe in price prediction because they predicted price on the basis of only one factor which is supply and price history. They have neglected all other factors i.e. Government behavior towards crypto, I have one example Like in India 6th July 2018 Banks officially stopped providing services to exchange and it affect price adversely. It is just one example there are many example which failed the predictions.""]","August 06, 2018, 05:06:01 PM",jatin729
10,350       ,Member Offline,10,"[""I do not believe in all kinds of predictions, especially when it comes to bitcoin prices, I prefer to do a strategy to get more profit than just busy myself with other people's predictions""]","August 06, 2018, 06:25:02 AM",naily
11,7       ,Newbie Offline,0,"['A bitcoin investor who can not grasp and guess the situation is a failed investor', '<br/>']","August 06, 2018, 06:41:12 AM",trongdanhmtk3
12,686       ,Sr. Member Offline,250        https://arawtoken.io/,"['<div class=""quoteheader""><a href=""https://bitcointalk.org/index.php?topic=4631576.msg41862696#msg41862696"">Quote from: 9jaflick on July 09, 2018, 07:56:47 PM</a></div>', '<div class=""quote"">As an investor one thing you shouldn\'t engage yourself with is Predictions, if you want to be successfully in this Crypto ecosystem, you need to stay off any form of market prediction.<br/><br/>Here are few reasons why you shouldn\'t engaged with it (market/price prediction) <br/><br/>1. Predictions can be wrong<br/><br/>2. Listening to predictions makes you a speculator<br/><br/>3. Listening to predictions makes you an onlooker<br/><br/>4. Price prediction gives you nothing for today, only false hope<br/><br/>5. Listening to price prediction makes you think in one direction<br/><br/>Finally<br/><br/><b>Don\x92t let speculation and assumption make you decide what to do.</b><br/></div>', ""do not follow predictions, follow yourself, if you are incited with predictions then you are trapped, so you only need to have the confidence to buy and sell them when you are sure. this is just a matter of selling and buying it is not necessary to follow people's suggestions or predictions given by people""]","August 06, 2018, 07:49:43 AM",Coroline
13,210       ,Newbie Offline,0,"['Yes! This market predictions are bullshit. As an investor,you should be firm on what you took risk. Predictions can only lead to disappointment. \xa0Reality vs pr3diction is like sky and land. ', '<br/>', 'Be firm on what you doing.']","August 06, 2018, 07:58:10 AM",wengden
14,238       ,Newbie Offline,0,['It seems to me no one should listen to anyone because nobody can know the future.'],"August 06, 2018, 08:13:07 AM",Missterio
15,319       ,Member Offline,20,"['<div class=""quoteheader""><a href=""https://bitcointalk.org/index.php?topic=4631576.msg41868180#msg41868180"">Quote from: darkangel11 on July 09, 2018, 10:06:51 PM</a></div>', '<div class=""quote"">I rarely rely on other people\'s predictions, but I sometimes think about it and watch the charts trying to understand what\'s going on. You have to realize that price is an indicator of potential problems. I don\'t believe that there are people holding coins worth hundreds of thousands USD and not reading a single prediction. It\'s like with any hobby that you might have. A car needs maintenance, a pet needs care, your investments is not an exception. <br/></div>', '<br/>', 'In this case, well there is an intelligent guess where as the ideas are basing on the stats and data given by the experts, or even the numbers shown by the crypto itself. With this we can say that the prediction is not impossible to happen, if and only if it has the basis on where it came from. We can conclude that prediction is part but we should think critically in order to avoid false news. Bitcoin is an unpredictable market, but one thing is for sure it willake everyone successful.']","August 06, 2018, 08:30:29 AM",Assface16678
16,308       ,Member Offline,12        S O A R https://www.soar.earth/,['I like forecasts because most people trust them. So I can understand the behavior of most bitcoin holders and make a profit in this situation.'],"August 06, 2018, 08:41:27 AM",bertak
17,910       ,Hero Member Offline,501        ★777Coin.com★ Fun BTC Casino!,"[""sometimes the market prediction is made people confuse to decide what they need to do because we've got any information about the market for the next hours or days. we cannot determine whether the price will increase or decrease and we only waiting for the price moving without doing anything. it is better to make our own research base on the market situations so we can know what we need to do. and I think we can use the market prediction as our guide too for analyzing the market.""]","August 06, 2018, 09:11:46 AM",ethereumhunter
18,112       ,Newbie Offline,0,"['In this case i must say I will never stop predicting because without prediction we can not go ahead in this crypto world. yes, it is right that some time prediction harm but it is not a big deal.']","August 06, 2018, 04:44:51 PM",DanielJacob
19,27       ,Newbie Offline,0,"['I do not depend on others predictions as you cannot rely on them, so I predict on my own.']","August 07, 2018, 01:07:18 AM",poTTer666
0,364       ,Full Member Offline,100,"[""I believe it would be just better if you stay off from market prediction if you're into a long term hold because the more you're updated to daily progress of your crypto assets, the more paranoid you become especially when things seems to swerve as planned. The more paranoid you become that the progress of the market will dim your dreams, it may also lead you to sell off your crypto assets too.""]","August 07, 2018, 01:14:36 AM",nightfury
1,62       ,Newbie Offline,0,"['<div class=""quoteheader""><a href=""https://bitcointalk.org/index.php?topic=4631576.msg42604511#msg42604511"">Quote from: trumhacker04 on July 21, 2018, 02:59:14 PM</a></div>', '<div class=""quote"">I do not trust the predictions of other people or any organization, it\'s just an opinion, I take the time to find out the market, the news<br/></div>', '<br/>', 'Market forecasts give us an overview of the market. Even though we do not really trust them. But it can give the idea for the next transaction as well as how to manage the money.']","August 07, 2018, 01:56:35 AM",amia1864
2,210       ,Member Offline,11        D.U.G,"['<div class=""quoteheader""><a href=""https://bitcointalk.org/index.php?topic=4631576.msg43620516#msg43620516"">Quote from: amia1864 on August 07, 2018, 01:56:35 AM</a></div>', '<div class=""quote""><div class=""quoteheader""><a href=""https://bitcointalk.org/index.php?topic=4631576.msg42604511#msg42604511"">Quote from: trumhacker04 on July 21, 2018, 02:59:14 PM</a></div><div class=""quote"">I do not trust the predictions of other people or any organization, it\'s just an opinion, I take the time to find out the market, the news<br/></div><br/>Market forecasts give us an overview of the market. Even though we do not really trust them. But it can give the idea for the next transaction as well as how to manage the money.<br/></div>', 'Yeah, they might be wrong but some can actually give you good advice , but still all decisions must always be yours.\xa0 ']","August 07, 2018, 04:45:01 AM",FourByfour
3,448       ,Full Member Offline,100,"['You can trust the forecasts, you can not trust. Often come across quite profitable and correct forecasts. Therefore, study them and on the basis of the information received, develop your own strategy.']","August 07, 2018, 09:22:47 PM",Glutius
4,298       ,Full Member Offline,100,"['<div class=""quoteheader""><a href=""https://bitcointalk.org/index.php?topic=4631576.msg41878955#msg41878955"">Quote from: vit05 on July 10, 2018, 04:43:26 AM</a></div>', '<div class=""quote"">How will you invest in something if you do not foresee the future of this asset? You need to find some logic to get an idea of the amount you should pay.<br/><br/>For example: I believe that Bitcoin has a large market as a store of value. So I predict that it will come to have a market value close to similar assets like gold and silver. I also predict that with LN it will be a great payment alternative between different currencies, like Dollar - yen. So I imagine it will cost at least 20% of this market.<br/><br/>With this I can also predict projects that have another purpose. As for example Cardano, which I believe will be the best solution for smart contracts. There is a whole niche market in this sense that has not yet been explored. International negotiations, service constraints, etc.<br/><br/>These markets are worth trillions of dollars. Which would put these projects with a value at least 10 times higher than the current one.<br/></div>', '<br/>', '<br/>', '\xa0 Market is unpredictable, anything can happen in the market at any given time, price value of one coin may goes up and goes down dependent on the volume of investment by the investors in the market, yes, i agree with you on the what is posted in the thread on how to help one individual investors for such investment. Never rely on what is posted on social media from one individual speculation about on what to become of Bitcoin in the market.']","August 07, 2018, 09:31:42 PM",AniviaBtc
5,112       ,Copper Member,1,"['Although predictions make the community active and alive but truth be said, relying solely on predictions can send one to""solemn assembly"". Recently FOMO almost caught me how some predictions by my friend, but I exercise some level of maturity, that was how I stayed safe in the bitcoin market.']","August 07, 2018, 09:47:37 PM",betty11
6,476       ,Full Member Offline,107        JOIN THE NEXT MEGATREND IN CRYPTO!,"['<div class=""quoteheader""><a href=""https://bitcointalk.org/index.php?topic=4631576.msg41862696#msg41862696"">Quote from: 9jaflick on July 09, 2018, 07:56:47 PM</a></div>', '<div class=""quote"">As an investor one thing you shouldn\'t engage yourself with is Predictions, if you want to be successfully in this Crypto ecosystem, you need to stay off any form of market prediction.<br/><br/>Here are few reasons why you shouldn\'t engaged with it (market/price prediction) <br/><br/>1. Predictions can be wrong<br/><br/>2. Listening to predictions makes you a speculator<br/><br/>3. Listening to predictions makes you an onlooker<br/><br/>4. Price prediction gives you nothing for today, only false hope<br/><br/>5. Listening to price prediction makes you think in one direction<br/><br/>Finally<br/><br/><b>Don\x92t let speculation and assumption make you decide what to do.</b><br/></div>', '<br/>', 'I would say, listen to a lot of predictions but dont follow to any of them.', '<br/>', 'Interesting enough a lot of TA\xa0 so called specialists where calling for moon recently and look where we are now.']","August 07, 2018, 10:26:16 PM",prehisto
7,36       ,Newbie Offline,0,['Predictions are the most important things in this business and you must predict.\xa0 '],"August 08, 2018, 01:54:46 PM",Carlosfeer12
8,135       ,Newbie Offline,0,"[""Yes, of course, because sometimes their predictions aren't true and they even vilify coin coin cryptocurrency. I hope those who are like that will regret.""]","August 08, 2018, 02:04:10 PM",virarara
9,56       ,Newbie Offline,0,['\xa0You can say one word ! A lot of pseudo traders who are looking for how to cash in on ordinary people Need to look for free channels in the telegram and on YouTube !'],"August 08, 2018, 02:29:58 PM",baranovskaeirina
10,73       ,Newbie Offline,0,"['This is absolutely right. ', '<br/>', 'I was a huge fan of TAs. I have followed a lot of TAs masters. They have very good indepth analysis based on from several to hundreds of indicators they are aware of. However, whenever they have their analysis showing bullish or a bounce up, the market acts exactly the opposite way. It goes straight down. ', '<br/>', '<br/>', 'All market prediction are about probabilities so you should never believe in it 100%. You may not need to stay off, but dont base on it too \xa0much.']","August 07, 2018, 01:16:58 AM",Matty96
11,56       ,Newbie Offline,0,['I believe that in this market what we get at present we must grab that there is no room for prediction. Because for wrong prediction many people still suffering.'],"August 07, 2018, 04:33:04 AM",HitMarshall67
12,238       ,Member Offline,10        The Premier Digital Asset Management Ecosystem,"['More experienced traders and investors are well aware of this, but for beginners your post is very useful. Do not blindly trust the forecasts.']","August 07, 2018, 09:15:32 PM",bigbosma
13,126       ,Newbie Offline,0,"['Predictions are only speculations and assumptions. ', '<br/>', 'The market is so uncertain and unpredictable. ', '<br/>', 'There are possible pointers in the possible direction the market would take. ', '<br/>', 'Cryptocurrency is a new field and is very subsceptible to changes. ']","August 07, 2018, 09:29:42 PM",Rainbow009
14,322       ,Member Offline,10        Global loyalty & rewards,"['It seems to me that it is simply impossible to predict the exact development of events in the crypto currency market! So of course you can follow the forecasts, but be very careful in this.']","August 07, 2018, 09:42:33 PM",rtm125
15,448       ,Full Member Offline,100,"['By the way, I have always been wary of market forecasts. Of course, it would be healthy if the market development could be predicted, but it is too unstable, so often forecasts are simply meaningless.']","August 07, 2018, 09:49:33 PM",Glutius
16,153       ,Newbie Offline,0,"['all opinions above are true, I personally strongly agree.', '<br/>', ""and I am not at all interested in market predictions. because it can't be trusted at all.""]","August 07, 2018, 11:15:04 PM",kasurnya
17,1624       ,Legendary Offline,1013        Anonymous bitcoin mixer,"['<div class=""quoteheader""><a href=""https://bitcointalk.org/index.php?topic=4631576.msg41862696#msg41862696"">Quote from: 9jaflick on July 09, 2018, 07:56:47 PM</a></div>', '<div class=""quote"">As an investor one thing you shouldn\'t engage yourself with is Predictions, if you want to be successfully in this Crypto ecosystem, you need to stay off any form of market prediction.<br/><br/>Here are few reasons why you shouldn\'t engaged with it (market/price prediction) <br/><br/>1. Predictions can be wrong<br/><br/>2. Listening to predictions makes you a speculator<br/><br/>3. Listening to predictions makes you an onlooker<br/><br/>4. Price prediction gives you nothing for today, only false hope<br/><br/>5. Listening to price prediction makes you think in one direction<br/><br/>Finally<br/><br/><b>Don\x92t let speculation and assumption make you decide what to do.</b><br/></div>', ""More than that it fucks with your head it truly creates fud and makes you worry about what you should be doing and increases doubt. It's definitely an anxiety maker regardless of how the market is going.""]","August 08, 2018, 01:57:28 PM",kingcolex
18,37       ,Copper Member,2        Blockchain services for improving the tech,"['<div class=""quoteheader""><a href=""https://bitcointalk.org/index.php?topic=4631576.msg41862696#msg41862696"">Quote from: 9jaflick on July 09, 2018, 07:56:47 PM</a></div>', '<div class=""quote"">As an investor one thing you shouldn\'t engage yourself with is Predictions, if you want to be successfully in this Crypto ecosystem, you need to stay off any form of market prediction.<br/><br/>Here are few reasons why you shouldn\'t engaged with it (market/price prediction) <br/><br/>1. Predictions can be wrong<br/><br/>2. Listening to predictions makes you a speculator<br/><br/>3. Listening to predictions makes you an onlooker<br/><br/>4. Price prediction gives you nothing for today, only false hope<br/><br/>5. Listening to price prediction makes you think in one direction<br/><br/>Finally<br/><br/><b>Don\x92t let speculation and assumption make you decide what to do.</b><br/></div>', '<br/>', 'Before you start to follow by market prediction try to make your own analyze. ', '<br/>', '<br/>', 'My tips:', '<br/>', '<br/>', '#1 Why should you believe this prediction? Who wrote it? ', '<br/>', '#2 Do own research', '<br/>', '#3 Don`t follow to others, try to make smth new and wondering', '<br/>', '<br/>', '<br/>', '\xa0']","August 08, 2018, 02:21:05 PM",nina_duschenko
19,689       ,Sr. Member Offline,251,"['<div class=""quoteheader""><a href=""https://bitcointalk.org/index.php?topic=4631576.msg43676152#msg43676152"">Quote from: rtm125 on August 07, 2018, 09:42:33 PM</a></div>', '<div class=""quote"">It seems to me that it is simply impossible to predict the exact development of events in the crypto currency market! So of course you can follow the forecasts, but be very careful in this.<br/></div>', 'Its really impossible to predict bitcoin development. So dont believe on the market speculations, because speculations are not accurate, it will just distract your thinking, and it can make your investments gone to nothing, if you fully believe on it. The best thing to do is to wait for what will be going to bitcoin rather than entertaining speculations spreading on the market.']","August 08, 2018, 02:34:06 PM",Gotumoot
0,364       ,Member Offline,10,"[""I agree with many guys! I personally never guess what will happen to the course bitcoin! bitcoin is very unstable, and it's hard to guess what the price will be! it depends very much on the news. It also depends very much on how big players will behave themselves, they will buy or sell a large volume!""]","August 08, 2018, 02:48:14 PM",GeorgiyBilyk
1,130       ,Member Offline,10,"['Most people who forecast the market are losing money, and even if they think they are right, they are losing money in the end. ', '<img alt=""Cry"" border=""0"" src=""https://bitcointalk.org/Smileys/default/cry.gif""/>']","August 08, 2018, 02:58:21 PM",Jamie Oliver
2,129       ,Newbie Offline,0,"[""its ok to listen in prediction if it has a basis, and don't just blindly follow predictions. made your own analysis like fundamental and technical analysis. ""]","August 08, 2018, 03:19:40 PM",Dadaro
3,252       ,Member Offline,10,"['I followed the forecasts several times, some of them really helped, but some were wrong. So I always study some predictions and based on this, form your own opinion.']","August 08, 2018, 07:01:43 PM",tiktak89
4,182       ,Newbie Offline,0,"[""This market is altogether in light of speculations and hypotheses in any case. Bitcoin being unstable influences individuals to do that. Indeed speculations may flop yet in the event that you attempt to think things sensibly you will comprehend it. I avoided expectations for at some point now. It influences you to expect things and after that if the speculations didn't work out as expected you will lose a great deal of fearlessness.""]","August 09, 2018, 02:06:39 AM",letzdodiz
5,75       ,Member Offline,10        A Decentralized Anonymous Smart Contract Platform,"['Those investing based on predictions are actually gambling. Also, most of the site giving such predictions do not do solid research for it. ']","August 09, 2018, 02:26:32 AM",spartaka
6,82       ,Jr. Member Offline,5        Decentralized Anonymous Smart Contract Platform,['Most of the price prediction sites have got predictions for all coins. These are articles stuffed with keywords to attract traffic. '],"August 09, 2018, 02:45:12 AM",arsenti
7,196       ,Newbie Offline,0,"['From my experience, long-term analysis is always the best and most realistic because it takes many considerations into account. But many investors now want to make a quick profit, so they look for short-term analysis and expectations that cause many frustrations when they fail.']","August 09, 2018, 03:23:20 AM",Erik_Smuel
8,171       ,Jr. Member Offline,1,"['Yes, definitely you should stay away from any market predictions because it could only bring frustrations and false news. Nobody knows what will happen in the future. ']","August 10, 2018, 08:54:25 AM",teklang01
9,394       ,Full Member Offline,100,"['if in my opinion the market predictions are not accurate, it only raises unstable questions. so I think position yourself to keep an eye on the existing market in order to get the maximum in determining profit instead of listening through a prediction.']","August 10, 2018, 08:59:06 AM",seramania
10,308       ,Full Member Offline,104,"[""There's nothing wrong to believe on what the experts prediction beside it gave's us an idea and those prediction have a basis but in the end we should make our own decision on what where going to do to become victorious at the end. ""]","August 08, 2018, 02:54:45 PM",Xanxus024
11,403       ,Full Member Offline,100,"['How will you invest in something if you do not foresee the future of this asset? ', '<br/>', '<br/>', 'Need to find some logic to get an idea of the amount you should pay.', '<br/>', '<br/>', 'Bitcoin has a large market as a store of value.\xa0 It will come to have a market value close to similar assets like gold and silver.\xa0 ', '<br/>', '<br/>', 'Just do proper and careful research regarding a project. ', '<br/>', '\xa0', '<img alt=""Grin"" border=""0"" src=""https://bitcointalk.org/Smileys/default/grin.gif""/>']","August 08, 2018, 03:05:23 PM",smt_red
12,420       ,Full Member Offline,100,"[""I believe it would be just better if you stay off from market prediction if you're into a long term hold. Predictions are only speculations and assumptions. Never rely on what is posted on social media from one individual speculation about on what to become of Bitcoin in the market. I prefer to do a strategy to get more profit than just busy myself with other people's predictions.""]","August 08, 2018, 04:39:10 PM",adadaorlina
13,341       ,Full Member Offline,100,"[""\xa0 \xa0 \xa0 \xa0 \xa0Bitcoin is a peer to peer electronic cash it is not a fiat money the transaction are\xa0 kept in a digital ledger known as blockchain . To my opinion we should not relay on other peoples predictions we should have our own concept of prediction and to work out with it\xa0 . Others may be predicting what they read from media's that may not be true, media's may be giving negative news it depends, Predictions may not be based on experiences or knowledge it might be from hearing so we should be updated with all happening about Bitcoin.""]","August 09, 2018, 02:01:09 AM",Jessica2009
14,117       ,Newbie Offline,0,"['<div class=""quoteheader""><a href=""https://bitcointalk.org/index.php?topic=4631576.msg41869848#msg41869848"">Quote from: elachious123 on July 09, 2018, 10:56:12 PM</a></div>', '<div class=""quote"">I am not a fan of market prediction or signal forum, I have lost through believing in their prediction many times so I stopped been a fan of signal or prediction market.<br/></div>', '<br/>', 'Actually market prediction can not help in your investment in bitcoin many people loss their chances of earning a huge amount of profit that was supposed they were receiving or to be earned in that certain months, but because of prediction they sell it in a low value instead of waiting the right timing.']","August 09, 2018, 02:16:50 AM",agimat
15,71       ,Newbie Offline,0,"[""Yes o , bitcoin didn't respect technical analysis and fundamental analysis again, it is driven by sentiment now , so it is better to stay one aide and left the falling kinfe fall before you will enter market and buy""]","August 09, 2018, 02:35:17 AM",supremacy10
16,518       ,Sr. Member Offline,300        SAM ICO,"['<div class=""quoteheader""><a href=""https://bitcointalk.org/index.php?topic=4631576.msg43740906#msg43740906"">Quote from: Jessica2009 on August 09, 2018, 02:01:09 AM</a></div>', '<div class=""quote"">\xa0 \xa0 \xa0 \xa0 \xa0Bitcoin is a peer to peer electronic cash it is not a fiat money the transaction are\xa0 kept in a digital ledger known as blockchain . To my opinion we should not relay on other peoples predictions we should have our own concept of prediction and to work out with it\xa0 . Others may be predicting what they read from media\'s that may not be true, media\'s may be giving negative news it depends, Predictions may not be based on experiences or knowledge it might be from hearing so we should be updated with all happening about Bitcoin.<br/></div>', ' It is all because it is all ply a prediction. I believe that it is no assurance to earn of we are going to put basis on prediction. We must find a ways on how we gain on crypto with our own understanding. I believe that if we are going to work hard we can still gain on bitcoin feild even if we are no w on the huge dip.']","August 09, 2018, 02:50:07 AM",Ronaldcoin2017
17,70       ,Newbie Offline,0,"['think this is a good point to observe. In crypto,', '<br/>', 'Yes, of course, because sometimes their predictions are not correct and they even slander coin coins. and I hope those who are like that will regret.', '<br/>', 'one day']","August 10, 2018, 08:40:38 AM",Syarief28
18,36       ,Newbie Offline,0,"['I argee, if you already investing it then all the prediction just makes you confused.']","August 10, 2018, 08:55:30 AM",Amarantcoral
19,98       ,Jr. Member Offline,4,"['we can not all say that predictions in the crypto market are not good, it is the prediction the prices of the coins in the crypto market that drew in a lot of investors. it is the same predictions that made you and I interested in this hunting. for me some how it is good but we all know every good thing has it own bad side. even though this prediction is sometimes false,inaccurate it is up to the individual investing to know the risks involve and be up for it']","August 10, 2018, 09:09:36 AM",Cryptotissue
